order_id,customer_id,order_date,order_amount,quantity,membership_level
613,9702,2025-04-11,1518.95,2,
614,1384,2024-04-07,620.74,7,Silver
615,1404,2025-05-18,835.79,8,
616,9175,2024-09-07,1428.43,5,Gold
617,3000,2025-08-20,778.56,6,Silver
618,6989,2024-03-07,1181.12,1,Gold
619,2460,2025-06-13,378.89,6,Gold
620,8190,2025-06-13,1203.54,8,Silver
621,8140,2025-10-12,1724.41,3,Gold
622,4636,2025-06-12,1738.59,1,Bronze
623,5809,2024-04-17,1451.45,4,Gold
624,5178,2025-05-13,1494.05,1,
625,8245,2024-08-08,1120.28,8,Silver
626,7600,2024-05-14,1173.49,5,Silver
627,6997,2023-10-11,275.96,1,Bronze
628,3048,2024-06-07,893.28,8,Gold
629,5780,2024-10-11,907.04,9,Bronze
630,1716,2023-03-17,1917.41,2,Bronze
631,8939,2025-10-02,867.86,9,Silver
632,6565,2023-11-13,1103.19,8,Gold
633,5544,2024-11-09,1071.17,7,Silver
634,5976,2023-07-11,1277.16,3,Bronze
635,4419,2023-12-01,1498.98,2,Bronze
636,8239,2025-05-07,457.83,7,Silver
637,1249,2024-09-26,1062.16,5,Silver
638,9865,2023-12-12,1653.58,6,Silver
639,1770,2024-06-12,931.6,4,Silver
640,5363,2025-01-06,564.13,999,Silver
641,2077,2023-06-06,-1312.87,9,Bronze
642,9427,2023-10-13,1649.3,3,Silver
643,9580,2024-03-12,135.65,7,Gold
644,8901,2024-11-27,1555.81,8,Bronze
645,5858,2025-06-01,1645.08,2,Bronze
646,7544,2024-04-06,928.43,6,Gold
647,5719,2025-10-14,1966.78,8,Gold
648,3814,2023-03-27,1575.55,7,Bronze
649,4374,2023-09-28,1549.59,3,Silver
650,2252,2025-07-15,1498.2,1,Bronze
651,7996,2024-08-15,309.71,6,Bronze
652,5673,2024-03-05,-442.29,8,Gold
653,5530,2025-01-05,933.34,6,Bronze
654,7881,2023-08-11,535.37,5,Silver
655,7949,2023-02-01,836.33,8,Gold
656,7241,2025-03-07,1778.04,2,Bronze
657,9017,2024-04-15,1650.41,1,Bronze
658,7941,2024-10-25,1263.78,1,Silver
659,8002,2023-04-08,1717.66,4,Bronze
660,2331,2025-08-12,1569.71,6,Bronze
661,5261,2024-04-05,863.68,9,Bronze
662,8648,2024-09-28,410.12,1,Bronze
663,6115,2025-02-14,1033.26,1,Silver
664,5637,2025-03-23,1475.1,5,Bronze
665,5854,2023-08-23,878.48,5,Bronze
666,4177,2024-07-17,1336.88,5,Bronze
667,8730,2024-03-21,197.71,6,Gold
668,3180,2025-08-30,1498.53,8,Silver
669,5892,2025-10-05,1627.3,3,Gold
670,8043,2025-09-19,1416.61,9,Gold
671,1137,2023-01-14,1934.85,1,Silver
672,7327,2024-09-16,1655.04,4,Gold
673,4472,2023-07-08,1807.16,9,Gold
674,6449,2025-05-10,1867.81,8,Gold
675,3832,2023-06-01,1604.68,9,Silver
676,4579,2025-09-09,1351.78,1,Bronze
677,6971,2023-03-03,21.38,9,Silver
678,5164,2023-08-28,936.99,3,Silver
679,8941,2023-10-29,1146.61,9,Silver
680,6569,2025-08-22,615.02,1,Gold
681,5300,2023-03-11,643.03,1,Bronze
682,7269,2025-05-10,1922.71,9,Silver
683,4818,2025-06-14,1784.5,6,Silver
684,2906,2024-07-04,1699.87,4,Bronze
685,7254,2023-02-17,817.96,7,Bronze
686,1760,2023-08-27,37.26,5,Bronze
687,8830,2025-08-14,169.64,7,Gold
688,8350,2023-02-23,631.27,8,Bronze
689,7238,2025-09-02,41.33,8,Gold
690,7090,2023-10-31,44.13,1,Silver
691,7031,2023-04-18,1834.04,8,Gold
692,8687,2024-06-11,1415.26,6,Bronze
693,9472,2024-03-15,624.82,4,Gold
694,2887,2025-08-10,273.96,8,Bronze
695,4266,2025-01-08,1028.16,3,Gold
696,1666,2025-07-02,20.64,4,Silver
697,5188,2024-07-29,1877.44,6,Gold
698,1671,2024-04-06,835.48,7,Silver
699,7777,2023-07-21,810.65,4,Bronze
700,8570,2024-05-05,787.28,4,Silver
701,8956,2024-11-13,-147.96,7,Bronze
702,6124,2024-07-03,1280.26,6,Bronze
703,6585,2023-05-07,1468.68,8,Silver
704,5777,2023-03-11,1355.49,1,Silver
705,4900,2024-11-15,285.49,7,Gold
706,7677,2023-03-17,1161.89,7,Gold
707,7981,2023-09-27,1143.27,7,Silver
708,7376,2025-05-24,1738.14,7,Silver
709,1523,2025-10-02,764.46,8,Silver
710,3393,2025-08-12,749.26,9,Silver
711,3593,2025-05-05,1240.87,9,Bronze
712,8240,2025-09-27,1269.81,2,Silver
713,7937,2025-06-10,943.88,7,Silver
714,7190,2023-05-10,891.69,7,Silver
715,6240,2023-09-08,993.35,1000,Silver
716,7493,2024-12-22,1723.48,9,
717,3878,2024-09-28,927.72,8,Gold
718,5143,2025-03-27,1880.46,1,Gold
719,4644,2023-11-09,1012.97,2,Gold
720,5432,2025-02-16,1898.91,2,Gold
721,2276,2025-07-25,1667.34,8,Gold
722,6811,2025-08-30,731.24,1,Bronze
723,1302,2023-04-19,1728.65,4,Gold
724,1638,2023-05-22,229.03,5,Bronze
725,1055,2023-05-24,1850.84,9,Bronze
726,9717,2025-07-05,1266.97,7,Gold
727,9150,2023-12-05,118.24,8,Gold
728,3125,2024-05-03,1292.07,9,Gold
729,1364,2023-07-17,1948.75,7,Silver
730,7809,2025-06-10,148.9,5,
731,5621,2024-01-26,1113.83,5,Gold
732,6126,2024-07-26,1498.11,6,Silver
733,6122,2024-06-10,-1622.41,5,Bronze
734,2646,2025-10-15,833.52,9,Silver
735,1918,2024-11-17,416.29,3,Silver
736,3797,2025-02-08,94.26,3,Gold
737,7506,2025-08-29,1163.66,7,Bronze
738,6870,2025-04-01,911.29,7,Silver
739,2531,2024-07-08,1898.0,6,Bronze
740,9172,2023-09-27,130.6,3,Gold
741,4345,2025-06-28,1373.94,7,Bronze
742,8673,2023-02-24,59.68,999,Silver
743,7949,2023-01-23,351.15,7,Silver
744,7882,2025-02-28,912.62,2,Bronze
745,2906,2024-10-07,915.2,6,Silver
746,4086,2024-01-09,1374.54,8,Silver
747,9152,2023-03-07,1821.32,1,Silver
748,6750,2025-07-11,1281.67,4,Gold
749,9905,2025-02-04,1907.53,1,Gold
750,2062,2025-04-24,1764.42,1,Silver
751,2976,2025-04-04,1173.15,8,Bronze
752,2296,2024-05-19,1669.25,7,Gold
753,7229,2025-08-30,1288.73,1,Bronze
754,8641,2025-04-19,166.33,2,Silver
755,1125,2024-11-13,1483.72,4,Silver
756,5632,2025-01-06,198.87,1,Bronze
757,7288,2025-08-09,1192.22,3,Gold
758,4596,2024-05-25,1408.25,8,Bronze
759,7168,2025-09-11,142.39,8,Bronze
760,8561,2023-01-16,469.28,8,Silver
761,9258,2025-08-17,1832.19,6,Gold
762,1232,2024-08-10,1236.47,6,Bronze
763,7371,2025-02-23,500.11,5,Gold
764,5206,2025-10-17,-1384.45,9,Silver
765,8943,2025-04-23,1197.59,4,Gold
766,7891,2024-12-27,1008.14,7,Silver
767,7738,2024-04-16,1952.61,1,Gold
768,3472,2023-01-09,1370.07,9,Bronze
769,3739,2024-01-30,757.13,7,Silver
770,6401,2025-06-17,1602.15,9,Bronze
771,2761,2023-07-14,1770.32,7,Silver
772,1876,2024-12-09,259.19,2,Gold
773,4812,2023-07-22,409.1,6,Gold
774,2460,2023-04-19,-440.29,4,Silver
775,2733,2025-05-26,1385.51,3,Silver
776,2605,2024-11-01,1210.05,2,Silver
777,6622,2023-08-30,1241.79,6,Gold
778,7767,2024-12-15,1882.14,8,Silver
779,7986,2023-09-28,1554.06,6,Silver
780,4517,2025-08-14,-264.59,9,Bronze
781,4735,2024-08-04,701.54,5,
782,9434,2023-12-18,876.43,2,Bronze
783,3590,2024-06-16,797.96,8,Bronze
784,2063,2024-09-20,1341.92,9,Bronze
785,5324,2025-03-29,1784.87,4,Gold
786,6342,2024-01-05,619.04,6,Bronze
787,1005,2025-06-22,1108.24,8,Silver
788,8489,2024-04-18,1580.92,9,Gold
789,9659,2025-01-20,838.27,5,Gold
790,9195,2024-07-16,344.56,6,Gold
791,6966,2024-06-01,955.15,4,
792,9837,2025-02-15,119.89,5,
793,1117,2023-03-17,1885.34,7,Gold
794,3551,2023-10-03,158.89,9,Gold
795,6560,2024-04-27,882.53,6,Bronze
796,5289,2025-04-26,1064.46,6,Silver
797,1846,2025-02-07,1970.75,8,Silver
798,7316,2024-07-23,340.38,4,Bronze
799,7469,2023-11-06,237.72,3,Bronze
800,9915,2023-06-12,27.33,7,Gold
801,1224,2025-03-01,319.59,0,Gold
802,5208,2024-03-31,422.47,2,Bronze
803,7283,2023-10-11,1264.86,2,Gold
804,3048,2023-06-15,447.22,6,Silver
805,7233,2025-01-12,50.84,8,Silver
806,2828,2024-03-02,1654.97,1,Gold
807,2917,2024-02-13,737.54,6,Gold
808,5234,2023-09-11,-713.86,2,Gold
809,7988,2025-05-30,611.93,2,Silver
810,3026,2024-07-04,1950.99,7,Gold
811,4744,2025-03-02,348.53,1,Bronze
812,1009,2024-09-10,1797.49,6,Gold
813,1260,2025-08-05,1555.84,7,Bronze
814,7038,2023-05-17,162.2,8,Gold
815,3219,2023-03-07,1973.59,0,Gold
816,8041,2023-05-17,550.02,6,Silver
817,3060,2023-01-06,206.18,9,Bronze
818,6287,2025-08-28,1660.34,3,Bronze
819,2619,2024-01-17,1416.28,6,Bronze
820,9512,2025-08-03,1238.27,4,Silver
821,2342,2025-05-05,320.4,2,Bronze
822,3832,2023-03-24,962.21,1,
823,3824,2025-09-23,1563.31,1,Gold
824,2994,2023-10-18,614.21,3,Gold
825,4490,2024-07-03,630.26,4,Bronze
826,8984,2024-11-22,16.25,2,Gold
827,2604,2023-07-05,356.74,1,Gold
828,1235,2025-10-12,1752.06,4,Bronze
829,2908,2024-04-17,889.08,7,Gold
830,9567,2025-02-22,1968.63,6,Bronze
831,4530,2023-12-16,797.46,6,Bronze
832,6256,2023-06-23,1433.22,9,Gold
833,3635,2024-06-25,571.02,2,Gold
834,9162,2025-05-07,733.98,4,Gold
835,3560,2025-03-21,389.54,5,Gold
836,6415,2023-04-18,700.65,1,Gold
837,4391,2023-12-25,1099.0,8,Silver
838,6951,2025-03-12,1983.63,8,Gold
839,6468,2024-07-20,1331.76,6,Silver
840,9007,2025-09-17,406.5,5,Bronze
841,7413,2024-05-31,99.47,8,Gold
842,7941,2023-11-09,261.45,3,Gold
843,5820,2024-02-14,1129.48,3,Gold
844,3898,2024-05-30,1532.67,2,Bronze
845,8546,2025-02-24,1881.43,5,Silver
846,1077,2024-08-18,41.49,3,Silver
847,8577,2023-12-04,1050.29,3,Gold
848,5227,2024-07-04,947.03,6,Gold
849,1600,2025-07-14,1315.55,8,Gold
850,2065,2023-02-20,1123.56,2,Gold
851,3136,2025-06-22,1377.21,4,Bronze
852,7943,2025-05-04,1319.58,7,Gold
853,8804,2024-08-09,242.85,1,Bronze
854,7565,2024-12-18,1601.44,1,Gold
855,6984,2025-05-21,255.23,7,Silver
856,6142,2025-05-17,1400.08,7,Silver
857,5670,2024-12-15,838.13,1,Gold
858,3190,2023-10-19,1032.56,1,Gold
859,3712,2023-03-02,1807.56,4,Bronze
860,3192,2025-04-29,1780.87,5,
861,2248,2023-09-13,1637.53,5,Gold
862,5033,2023-09-03,1025.2,4,Gold
863,2997,2024-07-09,1475.12,8,Silver
864,4687,2024-10-26,1030.67,7,Bronze
865,5018,2023-02-23,1740.52,9,Silver
866,2970,2023-03-13,811.52,7,Bronze
867,9389,2023-07-03,1940.77,1,Silver
868,6765,2025-02-09,-1865.32,7,Gold
869,2202,2023-07-14,1485.79,1,Silver
870,9135,2023-09-06,566.04,7,Silver
871,6567,2024-10-02,271.99,8,Bronze
872,8667,2024-10-16,1710.86,9,Bronze
873,6742,2025-02-12,338.95,3,Silver
874,6788,2024-09-03,1709.98,4,
875,6408,2024-08-27,986.62,4,Bronze
876,9669,2024-04-13,819.05,9,
877,1922,2025-09-06,1807.35,7,Bronze
878,1419,2024-03-24,1211.66,3,Bronze
879,3204,2024-04-21,1157.46,5,Silver
880,2120,2023-05-22,1121.94,7,Bronze
881,1950,2024-12-29,748.63,8,Gold
882,3336,2025-05-03,1573.43,1,Silver
883,6373,2024-11-19,513.07,2,Silver
884,3243,2023-11-06,1878.4,7,Silver
885,3645,2025-01-07,1789.03,2,Bronze
886,5612,2024-10-21,681.59,7,Gold
887,2865,2023-08-14,1461.63,9,Bronze
888,7028,2025-10-18,1150.71,2,Silver
889,8326,2025-01-23,681.92,7,Silver
890,7371,2023-04-12,1977.16,4,Silver
891,7359,2024-05-15,60.22,2,Silver
892,8863,2024-09-16,512.77,7,Bronze
893,4228,2024-03-30,1044.95,5,Gold
894,4719,2023-03-20,1048.69,1,Gold
895,3371,2025-09-04,1181.98,5,Silver
896,3891,2024-01-28,1505.84,3,Gold
897,4756,2025-01-29,1250.72,7,Silver
898,5225,2023-10-08,1204.56,6,Silver
899,1094,2024-01-23,116.49,8,Gold
900,3674,2024-10-10,759.3,5,Silver
901,7898,2024-03-13,471.79,2,Gold
902,1793,2024-11-21,538.09,9,Silver
903,3116,2023-06-15,1113.13,8,Gold
904,6779,2023-06-05,407.02,6,Silver
905,7166,2024-07-21,594.96,7,Gold
906,1814,2023-07-14,481.8,9,Silver
907,1345,2025-06-09,1897.52,7,Silver
908,9554,2024-10-01,1889.88,3,Silver
909,3443,2024-02-22,1223.78,6,Gold
910,8783,2024-09-11,1849.8,7,Bronze
911,1984,2023-07-28,1573.77,2,Silver
912,8790,2024-05-24,1184.0,3,Silver
913,1827,2023-10-29,22.81,4,Gold
914,4531,2025-04-21,1547.31,6,Silver
915,8147,2025-02-27,1407.95,1,Silver
916,5451,2025-04-02,1234.35,9,Silver
917,4876,2024-04-05,1523.24,5,Silver
918,6959,2023-02-04,1030.72,7,Bronze
919,1126,2025-03-21,1411.13,9,Bronze
920,4177,2024-11-15,1870.99,9,Silver
921,9795,2025-02-25,757.85,1,Silver
922,7024,2025-03-11,1419.16,1,Silver
923,6109,2023-04-19,956.62,3,Bronze
924,5146,2025-05-02,1352.06,6,Bronze
925,8196,2024-11-15,1528.16,2,Gold
926,4368,2024-06-30,100.45,1,
927,4797,2024-08-05,1296.73,1,Silver
928,2792,2024-04-12,461.21,5,Silver
929,6732,2024-10-15,1343.36,4,Bronze
930,4476,2023-04-13,941.98,1,Silver
931,4417,2023-08-13,1549.37,4,Silver
932,2645,2023-06-11,255.57,3,Bronze
933,4030,2024-07-15,1256.38,2,Bronze
934,3872,2023-07-26,564.16,9,Bronze
935,4072,2024-06-25,1707.43,1,Bronze
936,2854,2023-06-24,1857.48,7,Gold
937,5021,2025-03-21,1992.83,4,Bronze
938,5662,2024-11-06,1594.05,5,Bronze
939,7514,2023-10-03,1509.93,5,Silver
940,6031,2024-03-25,438.85,1,Silver
941,3708,2025-06-29,678.65,6,Silver
942,8112,2025-05-08,-936.71,9,Gold
943,9393,2023-03-21,1549.03,2,Bronze
944,4507,2024-02-28,1830.78,7,Bronze
945,7456,2024-07-01,386.39,6,Gold
946,5212,2023-01-30,1845.51,5,Bronze
947,8970,2023-08-21,1394.29,4,Silver
948,9766,2023-05-14,1225.43,4,Gold
949,1536,2023-03-06,407.68,6,Bronze
950,2625,2024-03-10,120.49,4,
951,8973,2025-06-20,1141.25,5,Gold
952,9577,2025-04-12,1306.52,6,Bronze
953,9070,2024-12-29,429.46,5,Silver
954,9666,2023-08-11,1117.35,7,Bronze
955,9609,2024-02-04,1714.42,9,Bronze
956,7490,2025-09-27,1671.78,7,Silver
957,4600,2024-06-03,1855.44,7,Bronze
958,7783,2024-06-28,738.11,4,Bronze
959,5971,2023-05-23,642.92,1,Bronze
960,2205,2024-11-19,1501.36,8,Gold
961,2990,2025-05-27,867.91,4,Gold
962,6299,2024-12-02,184.22,1,Gold
963,4572,2025-06-25,572.77,5,Bronze
964,6975,2023-09-21,842.98,8,Silver
965,7320,2023-05-10,592.11,4,Gold
966,5380,2023-10-07,671.09,8,Silver
967,5757,2024-07-16,594.61,8,Bronze
968,3713,2024-12-30,92.58,3,Gold
969,6588,2025-10-05,1277.82,9,Bronze
970,1966,2024-06-12,1198.61,3,Silver
971,5944,2025-08-10,1310.23,1,Gold
972,4432,2024-08-19,392.7,2,Gold
973,1688,2024-12-24,598.35,6,Gold
974,5243,2023-02-03,1243.04,2,Gold
975,4701,2023-06-30,1203.26,6,Silver
976,9533,2023-03-15,1017.6,1,Gold
977,6182,2023-04-22,707.32,1,Bronze
978,7704,2023-04-28,1826.73,5,Gold
979,5422,2023-06-13,686.14,9,Silver
980,2759,2024-12-13,916.68,8,Gold
981,3482,2024-01-07,1359.45,3,Silver
982,9058,2025-09-12,1090.61,3,Silver
983,1951,2023-12-12,700.3,1,Bronze
984,9914,2024-07-29,876.93,3,Gold
985,3079,2025-07-06,1591.02,1,Gold
986,3717,2024-08-16,563.48,8,Gold
987,5524,2023-12-01,293.09,1,Bronze
988,9477,2023-01-02,633.19,5,
989,8311,2024-11-09,1700.57,9,Silver
990,8186,2025-10-18,187.09,7,Silver
991,3065,2025-09-19,1983.48,4,Silver
992,1768,2023-06-08,1086.6,9,Bronze
993,6490,2025-02-15,1969.84,9,Bronze
994,7645,2023-03-13,1878.6,2,
995,6083,2023-05-24,911.1,6,Silver
996,6232,2024-10-12,405.0,4,Bronze
997,6797,2023-04-23,338.12,8,Silver
998,5926,2024-02-28,487.58,7,Silver
999,7016,2024-10-15,1423.16,7,Gold
1000,4335,2025-04-12,553.17,9,Gold
1001,9038,2024-03-07,689.44,5,Gold
1002,5873,2025-02-14,903.07,6,Silver
1003,2481,2023-01-21,1827.33,1,Gold
1004,7305,2023-05-21,386.89,6,Gold
1005,4451,2025-03-19,20.0,2,Gold
1006,1054,2024-12-26,129.59,6,Bronze
1007,8643,2025-08-22,1810.49,9,Silver
1008,4462,2024-09-20,1298.56,8,Gold
1009,1832,2024-10-23,-553.35,9,Bronze
1010,6954,2023-01-30,362.61,8,Bronze
1011,9519,2025-10-05,595.59,3,Bronze
1012,8221,2023-07-24,238.45,8,Gold
1013,4310,2023-02-03,1883.65,6,Bronze
1014,4300,2024-07-20,1570.57,6,Silver
1015,7722,2024-03-12,930.16,6,Bronze
1016,8218,2024-07-02,1731.28,3,Bronze
1017,8776,2025-10-04,506.42,1,Bronze
1018,4675,2024-11-23,1437.07,4,Bronze
1019,4054,2023-09-18,1713.7,6,Silver
1020,8970,2025-10-06,719.97,2,Gold
1021,3143,2023-02-12,1517.35,7,Silver
1022,6207,2024-10-21,-597.19,7,Silver
1023,3538,2025-01-05,604.73,4,Gold
1024,5547,2025-06-25,223.04,4,Bronze
1025,6619,2024-02-15,885.72,1,Gold
1026,9356,2023-07-08,1462.13,2,Gold
1027,7612,2023-04-15,1881.04,9,Silver
1028,6005,2025-06-02,1211.56,8,Gold
1029,1822,2024-08-14,1727.64,8,Bronze
1030,1943,2023-04-15,1646.76,999,Silver
1031,7150,2023-01-06,354.95,7,Bronze
1032,5425,2025-05-11,976.78,9,Silver
1033,9966,2023-04-07,242.68,2,Bronze
1034,3198,2024-11-22,1367.48,6,Gold
1035,5242,2025-09-16,1900.3,3,Gold
1036,4695,2024-10-19,282.81,6,Gold
1037,4452,2024-09-07,1470.43,3,Bronze
1038,2308,2024-10-22,1268.15,8,
1039,5177,2023-12-15,1171.37,4,Silver
1040,9705,2023-11-01,786.34,6,Silver
1041,7852,2023-11-07,-716.71,9,Gold
1042,7035,2025-01-21,100.05,2,Bronze
1043,4594,2024-04-29,443.64,2,Silver
1044,5841,2023-08-01,40.2,7,Bronze
1045,2409,2023-08-15,1167.02,2,Silver
1046,5566,2025-05-21,220.65,2,
1047,5491,2023-03-20,1747.31,4,Bronze
1048,2555,2023-05-25,1051.05,1000,Silver
1049,1804,2025-03-28,1402.38,8,Silver
1050,2279,2025-06-21,827.61,2,
1051,8083,2023-05-31,1125.55,8,Silver
1052,6986,2023-03-04,1885.89,4,Gold
1053,6619,2025-01-30,174.64,2,Silver
1054,2387,2023-10-03,515.34,7,
1055,3679,2025-05-27,1562.18,6,Gold
1056,3106,2024-06-27,206.49,5,Silver
1057,9173,2023-04-14,160.57,1,Bronze
1058,5223,2023-08-17,729.47,2,Bronze
1059,5831,2023-11-08,193.41,8,Silver
1060,3768,2023-04-07,1174.31,1,Gold
1061,4186,2024-06-10,460.29,3,Gold
1062,3573,2025-04-28,1792.44,2,Gold
1063,3599,2025-03-22,-1569.17,5,Silver
1064,5033,2023-06-05,1402.41,4,Silver
1065,9428,2024-04-03,1237.72,7,Bronze
1066,2304,2024-01-19,1728.3,5,Gold
1067,8368,2024-07-24,453.89,8,Silver
1068,6877,2023-02-05,1747.49,4,Silver
1069,2301,2023-11-20,1581.09,6,
1070,3541,2024-10-13,1498.84,4,Gold
1071,3051,2025-09-14,1126.9,2,Gold
1072,7809,2024-06-22,500.03,1,Bronze
1073,9633,2023-09-28,852.86,1,Gold
1074,9996,2023-08-08,1589.21,8,Silver
1075,1074,2024-02-10,73.24,4,Bronze
1076,7981,2025-01-18,1566.28,5,Gold
1077,6475,2024-01-03,487.74,8,Gold
1078,9232,2025-09-29,297.18,7,
1079,8184,2025-02-07,240.25,8,Gold
1080,6796,2024-12-26,64.23,8,Silver
1081,8141,2025-01-01,1051.94,6,Gold
1082,2622,2025-06-06,444.34,2,Silver
1083,9041,2025-09-30,1978.97,6,Silver
1084,1341,2023-05-05,1153.13,1,Silver
1085,3074,2024-07-05,284.39,1,Bronze
1086,8992,2025-03-21,1380.64,1000,Silver
1087,1645,2023-06-25,1796.51,3,Gold
1088,5263,2023-03-25,1492.91,5,Bronze
1089,9801,2023-06-28,162.12,1,Gold
1090,7136,2024-02-17,1792.81,6,
1091,9646,2023-05-13,1589.92,7,Gold
1092,3969,2025-08-01,325.02,3,Bronze
1093,4028,2024-08-26,113.05,4,Bronze
1094,8643,2024-10-04,1119.05,3,Gold
1095,3681,2023-11-19,320.51,1,Gold
1096,4629,2024-09-16,1670.84,8,Gold
1097,5225,2024-07-15,723.09,0,Bronze
1098,4067,2024-05-31,1826.66,1,Silver
1099,6941,2023-09-03,1135.72,8,Gold
1100,2386,2023-07-28,373.52,7,Silver
1101,3866,2023-08-05,287.8,7,Bronze
1102,5788,2024-06-17,1157.18,4,Gold
1103,6490,2025-05-08,1526.15,9,Gold
1104,5124,2023-07-16,1565.2,6,Bronze
1105,9340,2023-07-03,558.76,2,Gold
1106,4850,2024-03-30,416.45,1,Silver
1107,6415,2025-04-14,43.35,1,Bronze
1108,8679,2024-04-09,1361.61,9,Bronze
1109,7819,2023-10-02,162.37,999,Gold
1110,9378,2023-10-19,847.31,5,Bronze
1111,2333,2024-11-04,1207.35,3,Gold
1112,5150,2023-02-25,1874.85,4,Gold
1113,7766,2024-08-23,630.49,8,
1114,3711,2023-02-14,507.05,4,Gold
1115,5853,2025-06-02,1311.78,9,Silver
1116,7212,2023-09-20,1242.29,9,Silver
1117,8479,2023-03-07,670.9,6,Gold
1118,6408,2025-09-06,1856.92,2,Silver
1119,8715,2025-09-26,1691.28,7,Gold
1120,9942,2023-12-09,455.73,9,Silver
1121,2762,2024-11-07,485.89,6,Bronze
1122,8101,2025-06-02,1029.48,3,Gold
1123,8674,2024-08-06,1549.41,7,Gold
1124,7122,2025-03-28,97.64,5,Gold
1125,1481,2025-09-24,1389.74,1,Gold
1126,1153,2024-06-10,1299.99,3,Gold
1127,8617,2024-03-21,470.65,5,Gold
1128,2524,2023-06-06,1365.89,7,Bronze
1129,3120,2025-06-30,1880.96,3,Bronze
1130,3343,2025-03-01,103.1,6,Silver
1131,6136,2023-04-24,646.11,5,
1132,6760,2023-01-05,881.97,1,Silver
1133,2240,2024-07-17,1799.53,6,Silver
1134,1060,2024-08-20,1924.9,8,Bronze
1135,2639,2024-01-17,893.79,1,Silver
1136,7185,2025-07-29,1502.56,2,Bronze
1137,8970,2024-11-22,1068.01,4,Silver
1138,2252,2025-04-04,1080.19,2,Gold
1139,5203,2025-03-13,563.42,9,Silver
1140,9363,2024-09-15,441.74,8,Bronze
1141,4549,2024-07-02,583.13,8,Bronze
1142,5197,2025-05-04,-1117.09,4,Bronze
1143,8009,2025-05-19,68.02,5,Silver
1144,7667,2023-08-30,1815.43,4,Silver
1145,3322,2023-06-16,321.0,9,Bronze
1146,5090,2023-05-06,447.98,2,Gold
1147,7960,2025-07-24,1041.37,8,Gold
1148,4004,2024-04-03,1423.13,2,Silver
1149,6136,2024-02-09,200.5,1,Silver
1150,1329,2025-01-13,642.21,3,Bronze
1151,4640,2024-08-07,1937.66,9,Silver
1152,8982,2023-03-07,532.06,3,Silver
1153,5107,2024-09-29,632.97,9,Bronze
1154,2341,2023-12-30,1674.63,7,Bronze
1155,9407,2025-08-02,109.93,1,Silver
1156,1338,2024-04-02,934.58,5,
1157,6895,2024-05-11,765.44,9,Silver
1158,3708,2024-10-16,640.01,3,Gold
1159,2750,2023-06-18,578.54,9,Gold
1160,6604,2024-07-20,191.83,5,Gold
1161,3421,2024-05-02,636.5,9,Bronze
1162,8119,2025-02-26,95.67,6,Bronze
1163,9901,2023-07-31,1564.12,9,
1164,6319,2024-03-26,802.47,7,
1165,7609,2023-04-05,893.37,7,Bronze
1166,6387,2024-03-02,1788.25,8,Bronze
1167,4993,2023-10-02,1319.53,7,Silver
1168,9680,2024-07-22,26.04,9,Silver
1169,9044,2024-10-25,1886.92,9,Gold
1170,9238,2024-05-23,481.92,6,Silver
1171,5873,2025-03-17,224.15,7,Silver
1172,5806,2024-08-15,1538.58,2,Bronze
1173,9592,2025-06-01,1005.95,9,Gold
1174,6913,2024-07-31,873.2,1,Gold
1175,8124,2023-08-04,506.51,1,
1176,4157,2023-07-31,1099.47,3,Bronze
1177,1390,2024-05-24,556.03,6,Bronze
1178,5430,2023-09-05,1804.15,5,
1179,9820,2025-08-07,438.26,2,Bronze
1180,8686,2023-03-14,1769.87,9,Silver
1181,5232,2023-04-30,1123.22,4,Bronze
1182,9007,2024-08-28,1658.69,4,Gold
1183,2521,2023-12-16,1428.56,5,Gold
1184,2500,2024-07-14,1396.42,8,Silver
1185,7737,2023-01-21,655.45,4,Bronze
1186,4294,2025-03-17,475.45,5,Bronze
1187,6085,2024-10-24,429.66,4,Bronze
1188,3419,2024-12-04,1715.81,6,Bronze
1189,4042,2023-02-22,1642.65,3,Silver
1190,5497,2023-05-19,886.74,8,Bronze
1191,2466,2023-08-24,273.49,6,
1192,4561,2023-12-14,770.68,5,Bronze
1193,1614,2023-09-27,1242.49,2,
1194,6392,2023-09-22,914.26,7,Gold
1195,8693,2024-07-25,1562.58,2,Silver
1196,4223,2025-09-07,1995.27,1,Gold
1197,8138,2025-07-14,390.35,7,Silver
1198,3667,2025-04-16,924.71,5,Bronze
1199,8980,2023-08-30,-867.66,1,Bronze
1200,1130,2024-11-19,615.94,4,Silver
1201,3983,2024-08-25,404.21,4,Gold
1202,5278,2024-07-17,140.73,7,Silver
1203,8126,2024-11-19,1775.37,9,Silver
1204,9230,2024-03-27,845.5,2,Bronze
1205,8694,2023-09-10,998.82,1,Gold
1206,7640,2023-07-07,1834.71,2,Silver
1207,6468,2024-03-30,1554.82,7,Gold
1208,1920,2024-07-24,269.7,6,Gold
1209,8564,2024-01-01,1135.19,4,Silver
1210,9684,2024-08-13,890.08,1,Gold
1211,9502,2024-10-22,1596.45,1,Bronze
1212,9930,2023-01-28,1451.22,5,Bronze
1213,4241,2023-02-03,1383.91,1,Bronze
1214,1545,2023-08-22,687.68,7,Bronze
1215,5346,2024-07-07,1611.88,1,Gold
1216,4810,2023-04-10,114.26,1,Bronze
1217,8206,2024-02-14,327.65,2,Silver
